facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
f83d2f,"Stafford, Foley and Wright Polyclinic",,,St. Peter Parish,2016-01-14,20-03-20,"-58.94433, 12.71312",
8583,Anderson Ltd Polyclinic,Clinic,47 patients,St.James,20161207,June 08 2024,13°8′25″N 59°1′35″W,Follow-up 2023
HF-8584,Johns LLC Health Centre,Polyclinic,N/A,hpesoJ .tS,2025-12-17,2020-06-16,-58.76532;12.91467,
HF-8585,"Conner, Boyd and Fields Hospital (ST.)",CHC,403 bed,ST. GEORGE,20220424,31 Oct 2019,"13.19969, -59.19042",Follow-up 2023
,"Boone, York and Morris (St.Joseph)",Clinic,N/A,St.Joseph,15 Oct 2022,20230222,"13.04918, -59.12416",-
,Gonzalez-Christian Hospital,Polyclinic 🏥,374 beds,hcruhC tsirhC,May 23 2020,20231114,"-58.90095, 12.87374",Follow-up 2023
HF-8588,"Buchanan, Rodriguez and Hernandez",Polyclinic,158 patients,ST. PETER,August 02 2017,13 Nov 2020,13°11′42″N 59°3′44″W,Good
HF-8588,"Buchanan, Rodriguez and Hernandez",Polyclinic,158 patients,ST. PETER,August 02 2017,13 Nov 2020,13°11′42″N 59°3′44″W,Good
39b2a4,Hawkins PLC,Hosp.,ten beds,Christ Church,27/06/19,18-03-25,12°42′49″N 58°59′7″W, 
8590,Banks-Fletcher (St),Polyclinic,254,St Joseph,July 22 2019,12-11-25,13°12′49″N 58°52′9″W,Reinspection due
08591,Tate PLC 🏥 (ST.),Polyclinic,450 bed,ST. LUCY,28-04-17,18-03-25,-58.85919;12.82595,-
#8592,"Curtis, Cohen and Burns Polyclinic (St.Michael)",CHC,N/A,St.Michael,02/01/16,2021-06-30,"13.26177, -58.92433",-
,Phillips-Ortiz Polyclinic (St.Lucy),,unknown,St.Lucy,01 Feb 2022,October 03 2023,-59.13852;12.90289,♥
,Phillips-Ortiz Polyclinic (St.Lucy),,unknown,St.Lucy,01 Feb 2022,October 03 2023,-59.13852;12.90289,♥
,Compton-Ltd Infirmary (St.James),Polyclinic,285,St.James,2021-05-21,January 12 2018,-59.00396;12.82665,Reinspection due
HF-8595,Boyd Ltd Medical Center,Clinic,N/A,St Joseph,20210120,20190906,"13.18104, -58.77013",
07b8d4,"Carter, Montoya and Martinez Polyclinic💊",Health Ctr.,,St. James ,06 Aug 2023,May 21 2023,POINT(-58.73791 12.87269),
NULL,Stanton-Kim Medical Center,Hospital,,Christ Church ,20170629,2025-12-13,"13.03973, -59.04899",-
#8598,Ball PLC Polyclinic,,44Beds,ycuL .tS,2019-04-12,32/13/99,"-59.05367, 13.05383",Good
#8598,Ball PLC Polyclinic,,44Beds,YCUL .TS,2019-04-12,32/13/99,"-59.05367, 13.05383",Good
,Miller-Washington Medical Center,Hospital,257,St. Andrew Parish,2019-11-18,2018-10-03,N/A, 
,Miller-Washington Medical Center,Hospital,257,St. Andrew Parish,2019-11-18,2018-10-03,N/A, 
NULL,Patterson Ltd Infirmary,Community Health Centre,N/A,ST. PETER,2018-12-04,32/13/99,"-59.23822, 13.23595", 
HF-8601,Wilkins Ltd Polyclinic (St.Peter),Hospital,461,St.Peter,2017-12-31,June 24 2019,N/A,-
a2aefa,Conner PLC Medical Center,CHC,333 capacity,St. John Parish,20220311,28 Nov 2021,-59.17929;12.97315,Follow-up 2023
a2aefa,Conner PLC Medical Center,CHC,333 capacity,St. John Parish,20220311,28 Nov 2021,-59.17929;12.97315,Follow-up 2023
,"Knox, Yu and Castillo Medical Center (St.)",Polyclinic,,St. Andrew Parish,June 04 2025,2022-02-21,13°6′25″N 59°13′59″W,Follow-up 2023
,"Knox, Yu and Castillo Medical Center (St.)",Polyclinic,,ST. ANDREW PARISH,June 04 2025,2022-02-21,13°6′25″N 59°13′59″W,Follow-up 2023
08604,Clark-Wells Medical Center (St.),Polyclinic 🏥,324 patients,St. Peter,29 Dec 2020,11-08-20,"13.10131, -58.75263",
08604,Clark-Wells Medical Center (St.),Polyclinic 🏥,324 patients,St. Peter,29 Dec 2020,11-08-20,"13.10131, -58.75263",
08605,Morales-Pace Medical Center (St.),Community Health Ctr.,unknown,St. James,32/13/99,14 Aug 2025,POINT(-59.10612 12.89810),
08606,Gonzalez-Davis (nhoJ),Community Health Centre,N/A,nhoJ .tS,2022-06-27,20/03/19,"12.70314, -58.70287",♥
HF-8607,"Hernandez PLC Infirmary (ST.)
NewLine",Clinic🌡️,256 cots,ST. MICHAEL,19/08/16,20250815,POINT(-58.78461 12.90006),Good
#8608,Alvarado-and-Sons Hosp.,Clinic,432 bed,St. Michael Parish,20240205,29 Apr 2024,"12.78617, -58.90073",
8608,Alvarado-and-Sons Hosp.,Clinic,432 bed,St. Michael Parish,20240205,29 Apr 2024,"12.78617, -58.90073",
08609,"Whitney, Martinez and Miller 🏥 (leahciM)",Hosp.,N/A,leahciM .tS,31-01-20,02 Dec 2024,"-58.84939, 13.19838",Good
,Long-Pittman Clinic,Hosp.,unknown,St Joseph,13-12-21,20221003,N/A,
8611,"Anthony,-Parker-and-Bowman",Clinic,,St.Andrew,10 Jul 2018,May 26 2021,N/A,
8611,"Anthony,-Parker-and-Bowman",Clinic,,ST.ANDREW,10 Jul 2018,May 26 2021,N/A,
7c4f30,"Williams, Miller and Wells©",Hospital,126 patients,St. John,14-10-25,December 09 2018,"13.23270, -58.91796",
#8613,Ferguson-Booker Clinic,,9 cots,werdnA .tS,29/07/21,02 Sep 2023,"12.83479, -58.98518",♥
08614,"Mcdonald,-Montgomery-and-George Hosp. (CHRIST)",Clinic🌡️,472 cots,CHRIST CHURCH,2018-02-06,18 Mar 2021,POINT(-59.07599 13.23965),Reinspection due
HF-8615,"Mcgrath, Hicks and Mitchell Health Centre",Clinic🌡️,255 cots,CHRIST CHURCH,May 21 2025,2023-11-12,POINT(-59.08154 13.02551),Follow-up 2023
08616,Ramos Group Infirmary (ST.),CHC,340 cots,ST. LUCY,20231226,20250408,N/A,-
08616,Ramos Group Infirmary (ST.),CHC,340 cots,ST. LUCY,20231226,20250408,N/A,-
#8617,"Huber, Lamb and Harris Clinic",Clinic,,hpesoJ .tS,2025-07-26,26/09/21,-58.79128;13.03045,-
,Cruz-Maldonado Hospital (semaJ),,,semaJ .tS,17 Apr 2020,April 30 2023,"-59.16214, 12.73556",
#8619,Porter LLC,Polyclinic,24 cots,St. Michael Parish,17-01-23,2018-08-04,-59.05148;13.02081, 
8619,Porter LLC,Polyclinic,24 cots,ST. MICHAEL PARISH,17-01-23,2018-08-04,-59.05148;13.02081, 
8620,Brown-Clark Hospital,CHC,unknown,ST. JOSEPH,02 Nov 2020,07 Dec 2024,N/A,Reinspection due
NULL,Cook and Sons Hosp. (St.),Health Centre,262 capacity,St. Joseph ,20160115,03-10-23,"-59.24673, 13.24144",
08622,Hernandez LLC 🏥,Health Ctr.,93 cots,christ church,03/12/25,20240208,N/A,
08622,Hernandez LLC 🏥,Health Ctr.,93 cots,CHRIST CHURCH,03/12/25,20240208,N/A,
,Blackburn and Sons Health Centre (St),Hosp.,123 capacity,St Michael,2023-10-19,20250112,POINT(-59.26702 12.97668),Reinspection due
#8624,Orr LLC Medical Center (nhoJ),Health Centre,179,nhoJ .tS,20171206,32/13/99,POINT(-59.14731 13.27612),
8624,Orr LLC Medical Center (nhoJ),Health Centre,179,NHOJ .TS,20171206,32/13/99,POINT(-59.14731 13.27612),
HF-8625,"Robinson, Adams and Randall Clinic",Clinic🌡️,ten beds,St. James ,27/05/17,06-02-22,N/A,♥
e4f83d,Armstrong Ltd Health Centre (St.Michael),Community Health Centre,N/A,St.Michael,02/05/21,July 15 2021,"-58.83313, 13.05945",
08627,Perez-Garcia✨,Community Health Centre,231 capacity,St. Peter ,12-09-22,2021-12-15,12°46′5″N 58°56′20″W,Needs upgrade
#8628,"Spence,-Jackson-and-Neal",Health Ctr.,unknown,st. andrew,13 May 2021,20190527,13°7′4″N 59°15′9″W,Needs upgrade
NULL,"Davis,-Sanders-and-Reid 🏥",,145 capacity,St. Andrew ,27-07-16,31 Dec 2025,"13.11506, -58.70242", 
#8630,Rose Inc Clinic,Clinic,70 beds,werdnA .tS,20220820,02 Jul 2020,"12.76918, -58.87404",Reinspection due
08631,Sparks-Jenkins Hospital (st.),Hosp.,,st. michael,2017-03-26,07 Dec 2020,12°53′24″N 59°0′22″W,
NULL,"Wong, Lee and Figueroa Hosp.",,ten beds,St. Peter,18-06-25,12 Oct 2020,N/A,
#8633,Nicholson-Edwards Hosp.,Polyclinic 🏥,unknown,ST. LUCY,28 Jun 2020,16-07-19,"13.08892, -58.87379",-
HF-8634,Johnson-Salinas Hosp. (ST.),Health Centre,4 beds,ST. LUCY,06 Aug 2021,2018-05-23,POINT(-59.20749 12.81796), 
NULL,Kim-Moss Infirmary,Polyclinic 🏥,487 bed,St. Peter,20221209,November 07 2018,POINT(-58.81675 13.00529),Follow-up 2023
8636,"Carlson, Villanueva and Stevens (ycuL)",Health Centre,ten beds,ycuL .tS,20201224,September 09 2022,12°55′23″N 59°1′56″W,
8636,"Carlson, Villanueva and Stevens (ycuL)",Health Centre,ten,YCUL .TS,20201224,September 09 2022,12°55′23″N 59°1′56″W,
f7c04b,"Serrano,-Bullock-and-Trujillo Polyclinic",Health Ctr.,unknown,Christ Church Parish,11 Jul 2024,December 29 2025,N/A,
NULL,Friedman-Marsh 🏥,Polyclinic 🏥,458 capacity,st. lucy,20161103,March 23 2018,POINT(-59.03805 12.97269),Good
,Wilkerson PLC 🏥,Community Health Centre,461 patients,St George,November 21 2017,2022-03-22,"-59.09767, 12.80849",Reinspection due
58b569,Schmidt LLC Health Centre (leahciM),Clinic,ten beds,leahciM .tS,10 Jul 2022,06-07-23,"13.05239, -58.98384",Good
58b569,Schmidt LLC Health Centre (leahciM),Clinic,ten,leahciM .tS,10 Jul 2022,06-07-23,"13.05239, -58.98384",Good
NULL,"Brooks, Leonard and Ho (ycuL)",Polyclinic,ten beds,ycuL .tS,09/09/20,2025-10-29,-59.23013;12.84232,-
NULL,"Brooks, Leonard and Ho (ycuL)",Polyclinic,ten,ycuL .tS,09/09/20,2025-10-29,-59.23013;12.84232,-
,"Ross, Harris and Allen Hosp.",,55Beds,ChristChurch,06-12-21,2020-01-18,N/A, 
8643,Cooper-Harrison Polyclinic (egroeG),Clinic🌡️,3 bed,egroeG .tS,August 29 2019,03-04-24,"13.18846, -59.05043",
8643,Cooper-Harrison Polyclinic (egroeG),Clinic🌡️,3 bed,egroeG .tS,August 29 2019,03-04-24,"13.18846, -59.05043",
08644,Gordon Ltd (St),Hosp.,,St George,05 Aug 2024,20210506,N/A,Needs upgrade
08644,Gordon Ltd (St),Hosp.,,St George,05 Aug 2024,20210506,N/A,Needs upgrade
NULL,"Allison, Terry and Garcia (egroeG)",Polyclinic,N/A,egroeG .tS,03/09/21,2018-05-19,12°54′0″N 59°14′24″W,♥
NULL,Young-Avila 🏥 (St),Community Health Ctr.,129,St Andrew,21 Jun 2019,June 25 2024,-58.78000;13.02838,
NULL,Young-Avila 🏥 (St),Community Health Ctr.,129,St Andrew,21 Jun 2019,June 25 2024,-58.78000;13.02838,
#8647,Sanchez-Inc Clinic (St.),Clinic,479 patients,St. James Parish,2024-12-01,23-04-23,N/A,
#8647,Sanchez-Inc Clin. (St.),Clinic,479 patients,St. James Parish,2024-12-01,23-04-23,N/A,
08648,"Rodriguez, Peterson and Stephens 🏥",,237 cots,werdnA .tS,04/07/19,17-11-19,"-58.88115, 13.10182",♥
NULL,Montes Ltd Polyclinic,Community Health Centre,446 cots,St. Peter,17/07/22,22 Aug 2020,"12.92700, -59.19872",
NULL,Montes Ltd Polyclinic,Community Health Centre,446 cots,St. Peter,17/07/22,22 Aug 2020,"12.92700, -59.19872",
#8650,"Robinson, Navarro and Jackson Medical Center✨",Health Ctr.,364 patients,st. peter,20191204,20190328,N/A,Needs upgrade
08651,Rivera Ltd✨,Polyclinic,257 bed,ST. JOSEPH,17/06/19,22-01-23,13°17′4″N 59°12′37″W,-
NULL,"Fields, Vargas and Huffman Health Centre",Community Health Centre,N/A,Christ Church ,2022-03-15,2023-12-23,N/A,-
89cf12,Lee-Humphrey Medical Center,Polyclinic,ten beds,ST. MICHAEL,2024-02-15,05 Apr 2020,"12.99002, -59.11905",
HF-8654,Fletcher-LLC Hosp. (st.),Health Centre,325 capacity,st. michael,20240417,16/05/20,"-58.78933, 12.75630",Needs upgrade
HF-8655,Castaneda Inc 🏥 (St.),Health Ctr.,293Beds,St. Peter,February 19 2021,12-07-19,"-58.74206, 12.87146",Follow-up 2023
HF-8655,Castaneda Inc 🏥 (St.),Health Ctr.,293Beds,St. Peter,February 19 2021,12-07-19,"-58.74206, 12.87146",Follow-up 2023
7e908d,"Pena, Cortez and Freeman",Clinic🌡️,248 patients,St. John ,2022-10-10,17 Oct 2021,"-59.18943, 13.20909",Good
NULL,Ferguson Group Health Centre,Community Health Ctr.,126,st. joseph,20181004,2022-09-08,POINT(-58.86145 12.79995), 
8658,Allen LLC Hosp.,Polyclinic,8 beds,St. Michael,2018-11-28,2022-12-20,"-59.12537, 13.03366", 
8658,Allen LLC Hosp.,Polyclinic,8,St. Michael,2018-11-28,2022-12-20,"-59.12537, 13.03366", 
77a8dc,Chung Group (St.),CHC,196 cots,St. Andrew,May 08 2025,01/10/25,N/A,
08660,Rush-Martinez Hospital (St.),Hospital,384 capacity,St. John ,December 01 2024,20200917,"-58.99895, 12.95430",Reinspection due
08660,Rush-Martinez Hosp. (St.),Hospital,384 capacity,St. John ,December 01 2024,20200917,"-58.99895, 12.95430",Reinspection due
HF-8661,"Rivera-Woods Infirmary
NewLine",,ten beds,hpesoJ .tS,29/12/25,11-09-20,"13.13970, -58.75227",
NULL,"Lyons, Wagner and Bautista Infirmary (St.Joseph)",Clinic,24 capacity,St.Joseph,26/03/17,March 06 2018,POINT(-59.05710 13.16365),-
NULL,"Lyons, Wagner and Bautista Infirmary (St.Joseph)",Clinic,24 capacity,St.Joseph,26/03/17,March 06 2018,POINT(-59.05710 13.16365),-
#8663,"Mcknight, Cummings and Alvarez Hospital (St.John)",,483 bed,St.John,25 Feb 2019,24-11-24,"12.77661, -58.99955",-
HF-8664,Richardson-Lewis Health Centre,Health Ctr.,439 cots,St.Joseph,06/04/24,2024-12-10,N/A,
HF-8664,Richardson-Lewis Health Centre,Health Ctr.,439 cots,St.Joseph,06/04/24,2024-12-10,N/A,
HF-8665,Miller-Curry Polyclinic (hcruhC),Community Health Centre,5 beds,hcruhC tsirhC,07 Apr 2025,32/13/99,-58.96076;13.07790,Reinspection due
,Jordan-Shepard Clinic,CHC,153 bed,St.Michael,20210922,October 25 2023,12°54′45″N 59°14′5″W,♥
,Jordan-Shepard Clin.,CHC,153 bed,St.Michael,20210922,October 25 2023,12°54′45″N 59°14′5″W,♥
,Morales-Inc Infirmary,,N/A,St John,2022-03-28,16/07/25,"13.16324, -59.14778",Good
,Morales-Inc Infirmary,,N/A,St John,2022-03-28,16/07/25,"13.16324, -59.14778",Good
NULL,Bush-Roy Hospital,Clinic,496 cots,St. Peter,06/11/16,24/02/18,"-59.09204, 12.87477",Follow-up 2023
NULL,"Lowe, Marshall and Burton✨",,129 capacity,egroeG .tS,2023-03-15,20250726,"12.91479, -58.93024",Good
#8670,"Mitchell, Wolfe and Hicks Clinic",Clinic,69 bed,CHRIST CHURCH,09/09/18,2025-01-13,-59.10307;13.07799, 
#8670,"Mitchell, Wolfe and Hicks Clin.",Clinic,69 bed,CHRIST CHURCH,09/09/18,2025-01-13,-59.10307;13.07799, 
#8671,Silva PLC Hosp.,,99,St. Andrew Parish,22 Jan 2018,2021-09-26,"-59.11641, 13.16961",
#8672,"Wood, Hudson and Diaz Health Centre (St.)",Clinic🌡️,,St. Andrew ,24 Aug 2016,2020-05-21,POINT(-58.75732 12.95401),
08673,Gallagher-Gates Hosp. (St.),Clinic🌡️,487 cots,St. James ,26/12/17,20240212,13°17′41″N 58°49′14″W,♥
08673,Gallagher-Gates Hosp. (St.),Clinic🌡️,487 cots,St. James ,26/12/17,20240212,13°17′41″N 58°49′14″W,♥
08674,Pearson PLC Clinic (st.),Polyclinic,326 capacity,st. james,2017-12-07,15/11/19,"-58.72126, 13.03441",Needs upgrade
NULL,Hughes-Page Hosp.,Clinic,N/A,St. Peter,10 Mar 2023,07/04/21,13°9′36″N 59°12′26″W,
08676,"Kennedy, Vaughn and Bennett 🏥",Polyclinic,147 cots,st. james,2016-08-29,2021-05-25,"-59.01083, 12.74183",-
HF-8677,Campbell-Vasquez (St),Clinic🌡️,469 capacity,St Joseph,27/09/19,December 20 2025,"-58.74480, 13.23320",Follow-up 2023
NULL,Elliott and Sons Medical Center,Clinic,N/A,Christ Church,07 Jan 2025,10-05-20,POINT(-58.86067 12.86674),Reinspection due
HF-8679,Crane-Arnold Medical Center,CHC,,St. George ,16-03-24,27-09-21,N/A,Needs upgrade
8680,Brown Inc Health Centre (St),Community Health Centre,178 capacity,St Peter,2024-07-09,19 Aug 2025,"-58.86844, 13.11526",Reinspection due
8681,Villanueva-Diaz Health Centre,Clinic🌡️,346 beds,ST. JOHN,2020-05-26,20251228,N/A,
#8682,Herrera-Payne Infirmary©,Clinic,320 beds,st. james,06 Dec 2021,2021-04-19,13°15′47″N 58°54′6″W,
8683,Garcia LLC Infirmary,,200,Christ Church ,09/10/18,23 Feb 2019,-59.12905;13.00460,Reinspection due
,Lee-Williams Hosp.,,ten beds,St. Peter ,24 Apr 2021,09 Apr 2018,"-59.05572, 12.81842",Follow-up 2023
NULL,"Stewart PLC Hospital (St)
NewLine",Clinic🌡️,ten beds,St Joseph,September 27 2021,09 Jul 2020,"-59.00442, 13.07354",-
NULL,"Stewart PLC Hospital (St)
NewLine",Clinic🌡️,ten,ST JOSEPH,September 27 2021,09 Jul 2020,"-59.00442, 13.07354",-
#8686,"Franklin, Moody and Gutierrez 🏥",Clinic🌡️,414 capacity,Christ Church ,March 21 2023,05-10-19,"-59.04592, 12.90640", 
#8686,"Franklin, Moody and Gutierrez 🏥",Clinic🌡️,414 capacity,Christ Church ,March 21 2023,05-10-19,"-59.04592, 12.90640", 
NULL,"Mccullough, Wells and Davis Hosp. (christ)",Community Health Centre,unknown,christ church,20200701,27 Sep 2024,12°50′3″N 58°48′36″W,Reinspection due
,Gilbert Group Infirmary,Community Health Centre,321 bed,ST. MICHAEL,19 Jun 2023,2019-12-03,POINT(-59.18775 13.14939),Follow-up 2023
HF-8689,Glenn-Smith Polyclinic,Community Health Centre,475 bed,St Andrew,31 Jul 2018,20190121,"-58.95007, 12.77433",Reinspection due
NULL,Thompson Ltd 🏥,Clinic🌡️,unknown,ST. JOSEPH,20250612,27 Apr 2021,POINT(-58.99500 12.92550),Follow-up 2023
NULL,"Williams,-Williams-and-Peterson",Polyclinic 🏥,unknown,St. John,2018-01-13,19-02-24,-58.89857;13.00001,Reinspection due
#8692,Mckinney-Bradford Medical Center,Community Health Ctr.,104 bed,hcruhC tsirhC,02-07-17,23 Jul 2025,POINT(-59.05428 13.01136),Needs upgrade
NULL,Mitchell-Le 🏥,Polyclinic,,St. James ,20160911,20200727,"12.72553, -58.84320",Needs upgrade
#8694,Horton LLC Infirmary©,Community Health Ctr.,ten beds,St. James Parish,11/07/16,17 Mar 2019,"-58.91122, 12.82606",Reinspection due
08695,Hodges-Brown Infirmary (St.),Health Centre,244 bed,St. Michael Parish,2018-10-21,25/10/22,POINT(-58.81778 13.24594),
08696,Blackburn PLC,Hosp.,407 cots,St Lucy,20201213,27/07/25,"12.81869, -59.10871",♥
NULL,"Guerrero, Sharp and Weaver (ST.)",,374 capacity,ST. PETER,20201120,01-06-20,POINT(-59.17852 12.82994),Follow-up 2023
HF-8698,"Sullivan,-Bowman-and-Francis Health Centre",Hosp.,unknown,ST. LUCY,20210604,March 28 2018,-58.70892;13.26235,Good
HF-8699,Johnson-Smith Health Centre (Christ),Community Health Ctr.,315 capacity,Christ Church,11/11/19,07/04/25,POINT(-59.29314 12.72321),Reinspection due
HF-8700,"Collins, Romero and Peterson 🏥 (St.)",Community Health Ctr.,ten beds,St. John ,13/02/18,01/02/19,13°3′50″N 58°53′7″W,♥
8701,Morrow-Mason Medical Center,,ten beds,St.Joseph,July 30 2019,06-07-21,N/A,Follow-up 2023
8701,Morrow-Mason Medical Center,,ten beds,St.Joseph,July 30 2019,06-07-21,N/A,Follow-up 2023
08702,Bailey-Bishop Polyclinic (St.),Hosp.,69 patients,St. Peter ,August 04 2016,11/10/23,12°58′56″N 58°58′45″W,
08702,Bailey-Bishop Polyclinic (St.),Hosp.,69 patients,St. Peter ,August 04 2016,11/10/23,12°58′56″N 58°58′45″W,
NULL,Suarez and Sons Hospital (St.Andrew),,,St.Andrew,2018-06-10,01/08/21,"-58.86410, 13.13446",Good
HF-8704,Klein-Marshall 🏥 (leahciM),Clinic,unknown,leahciM .tS,18/03/25,14 Sep 2025,13°10′50″N 59°12′52″W,
#8705,"Thompson, Richardson and Jones",Health Centre,500 capacity,St.Joseph,19/02/24,23-12-19,-58.71860;13.29302,
8706,"Day, Berg and Wright Hospital",,194 bed,St. Michael Parish,01/02/18,2018-11-24,-59.18664;13.00156,Follow-up 2023
,Andersen and Sons Clinic (ST.),Health Centre,474Beds,ST. JAMES,2017-06-02,04 Sep 2025,-59.04862;13.04300, 
#8708,Simmons LLC (St.George)💊,Polyclinic,ten beds,St.George,10 Sep 2019,December 07 2022,POINT(-58.98469 13.15439),Reinspection due
#8708,Simmons LLC (St.George)💊,Polyclinic,ten beds,ST.GEORGE,10 Sep 2019,December 07 2022,POINT(-58.98469 13.15439),Reinspection due
,"Welch, Collins and Archer Clinic",,235 capacity,St.Joseph,32/13/99,05 Sep 2022,13°1′58″N 59°6′12″W,-
,Mcintyre-PLC Clinic,Polyclinic 🏥,N/A,Christ Church,14-06-24,20221219,N/A,
,Mcintyre-PLC Clin.,Polyclinic 🏥,N/A,Christ Church,14-06-24,20221219,N/A,
NULL,Johnson-PLC Hosp.,,,ycuL .tS,20230711,2021-11-27,"-59.23079, 12.96827",-
NULL,Johnson-PLC Hosp.,,,ycuL .tS,20230711,2021-11-27,"-59.23079, 12.96827",-
NULL,"Williams, Smith and Moses 🏥",Health Ctr.,479 capacity,St. Andrew,April 02 2019,March 28 2020,N/A,
NULL,"Williams, Smith and Moses 🏥",Health Ctr.,479 capacity,St. Andrew,April 02 2019,March 28 2020,N/A,
,Macias LLC Clinic (nhoJ),Clinic,470,nhoJ .tS,October 09 2016,30 Aug 2018,POINT(-58.74392 12.85154),
8714,Roberson-Garrett (St.),Hospital,319,St. Michael,2021-11-22,2021-06-10,13°13′40″N 59°8′19″W,Good
8714,Roberson-Garrett (St.),Hospital,319,St. Michael,2021-11-22,2021-06-10,13°13′40″N 59°8′19″W,Good
NULL,Ferguson-Barber Polyclinic (ycuL),Hospital,unknown,ycuL .tS,2021-05-26,23/01/18,13°3′5″N 58°52′36″W,Follow-up 2023
01106a,Robinson LLC Infirmary (ST.),Hospital,263 patients,ST. JOHN,20200104,08 Sep 2024,12°47′27″N 58°48′35″W,
,Smith-PLC Hosp.,,ten beds,St Joseph,05 Sep 2020,20230219,POINT(-59.23892 12.76390),♥
6d5aad,"Taylor, Robinson and Jones (St.)",,,St. Joseph Parish,2023-11-26,April 13 2019,N/A,Good
6d5aad,"Taylor, Robinson and Jones (St.)",,,St. Joseph Parish,2023-11-26,April 13 2019,N/A,Good
NULL,"Mcguire,-Fisher-and-Lopez Polyclinic",Health Centre,N/A,ST. PETER,12-02-23,18 Dec 2020,N/A,
NULL,"Mcguire,-Fisher-and-Lopez Polyclinic",Health Centre,N/A,ST. PETER,12-02-23,18 Dec 2020,N/A,
NULL,Weber-Inc Health Centre (Christ),Health Centre,394 capacity,Christ Church,March 28 2021,20240117,N/A,Follow-up 2023
NULL,Estrada-Williams Hospital (leahciM),Hosp.,175Beds,leahciM .tS,32/13/99,28/04/22,"13.00129, -59.07882",♥
NULL,Estrada-Williams Hosp. (leahciM),Hosp.,175Beds,leahciM .tS,32/13/99,28/04/22,"13.00129, -59.07882",♥
b1a076,Smith-Johnson Polyclinic,Clinic,483 beds,St Andrew,20220902,30 May 2021,12°47′24″N 58°53′16″W,Reinspection due
,"Thompson, Taylor and Jones Polyclinic (christ)",Hosp.,397 patients,christ church,26-01-24,2020-09-23,-58.98484;12.86440,Needs upgrade
,"Thompson, Taylor and Jones Polyclinic (christ)",Hosp.,397 patients,christ church,26-01-24,2020-09-23,-58.98484;12.86440,Needs upgrade
8724,Kent-and-Sons Hosp.,,N/A,ycuL .tS,20161120,2021-07-14,-58.97773;13.07685,
#8725,Miller-Meyer Health Centre,Polyclinic 🏥,52Beds,St. James ,10-11-22,March 30 2024,"12.99096, -59.17052",♥
HF-8726,Bryan-Carter,Hosp.,410 bed,St. Peter Parish,2022-05-19,02-09-19,N/A,Needs upgrade
2a19c7,Bonilla LLC (St),Polyclinic,245,St Andrew,20170930,02 Dec 2022,-58.74524;13.09446,
2a19c7,Bonilla LLC (St),Polyclinic,245,ST ANDREW,20170930,02 Dec 2022,-58.74524;13.09446,
8728,Edwards Ltd 🏥,,118 cots,hcruhC tsirhC,03 Apr 2020,2020-10-26,-58.73552;13.01332,Good
#8729,George-Morgan (St.),Community Health Centre,174,St. Joseph Parish,07/07/16,2019-05-27,"-58.79766, 13.10206",Reinspection due
,"Nichols, Campbell and Williams Medical Center (St)©",,205Beds,St George,2019-12-24,20180107,"12.84968, -58.85191",
3131f5,"Dunlap, Mcneil and Fernandez (ChristChurch)",Community Health Centre,458 bed,ChristChurch,29/09/23,26-10-20,"-59.20173, 12.73828",♥
,Taylor-Marquez Medical Center,CHC,114 bed,egroeG .tS,2022-10-15,November 26 2020,N/A,Reinspection due
,Taylor-Marquez Medical Center,CHC,114 bed,EGROEG .TS,2022-10-15,November 26 2020,N/A,Reinspection due
8e83ba,Baird LLC,Community Health Ctr.,N/A,St.James,23/09/16,27/02/20,N/A,Needs upgrade
8734,"Mills, Williamson and Harding (christ)",Polyclinic 🏥,unknown,christ church,15-11-20,29/11/22,13°5′31″N 58°59′21″W,♥
8734,"Mills, Williamson and Harding (christ)",Polyclinic 🏥,unknown,CHRIST CHURCH,15-11-20,29/11/22,13°5′31″N 58°59′21″W,♥
HF-8735,"Richard-Osborne Polyclinic (christ)
NewLine",,306 patients,christ church,19/09/20,2019-12-23,-59.09452;13.26266,
NULL,Galloway-Peterson,Health Ctr.,unknown,St Michael,26 Feb 2017,May 22 2021,13°4′13″N 59°4′23″W,Reinspection due
8737,Parker-Jennings©,Community Health Ctr.,298 beds,st. george,2019-11-16,September 18 2020,13°8′17″N 58°55′4″W,Needs upgrade
8737,Parker-Jennings©,Community Health Ctr.,298 beds,st. george,2019-11-16,September 18 2020,13°8′17″N 58°55′4″W,Needs upgrade
HF-8738,Campos-Ltd Clinic,Clinic,ten beds,St. John ,31 Aug 2025,17 Dec 2021,-59.10342;12.98103, 
NULL,"Anderson, Mitchell and Irwin Health Centre (st.)",CHC,467 bed,st. michael,2023-06-16,March 28 2023,POINT(-58.94521 12.83286),♥
NULL,"Anderson, Mitchell and Irwin Health Centre (st.)",CHC,467 bed,st. michael,2023-06-16,March 28 2023,POINT(-58.94521 12.83286),♥
8740,"Ali, Jones and Hill Hospital (st.)",Clinic,394 capacity,st. joseph,09/09/18,30 Dec 2020,N/A,
8740,"Ali, Jones and Hill Hosp. (st.)",Clinic,394 capacity,st. joseph,09/09/18,30 Dec 2020,N/A,
#8741,"Kim,-Vega-and-Garcia Clinic (St.)",Health Ctr.,65 bed,St. John,29 May 2025,2020-09-19,"-59.24707, 12.70027",Needs upgrade
